experiment,model_label,method,condition,check,qid,pid_i,pid_j,k,actual_k,trial,g,g_perturbed,delta_g,abs_g_gap,preference_flipped,sign_preserved
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,3,3,4,15.007686138153076,14.646290302276611,0.36139583587646484,0.36139583587646484,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,3,3,5,15.007686138153076,14.351277351379395,0.6564087867736816,0.6564087867736816,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,3,3,6,15.007686138153076,14.352731704711914,0.6549544334411621,0.6549544334411621,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,3,3,7,15.007686138153076,14.606778621673584,0.4009075164794922,0.4009075164794922,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,3,3,8,15.007686138153076,15.288958072662354,-0.28127193450927734,0.28127193450927734,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,3,3,9,15.007686138153076,14.689225196838379,0.31846094131469727,0.31846094131469727,0,1
cross_encoder,Cross-encoder,pairwise_ig,explanation,preservation,1001108,7870036,302808,3,3,0,15.007686138153076,-0.3760337829589844,15.38371992111206,15.38371992111206,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,0,15.007686138153076,0.019883155822753906,14.987802982330322,14.987802982330322,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,1,15.007686138153076,0.003452301025390625,15.004233837127686,15.004233837127686,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,2,15.007686138153076,-0.011475563049316406,15.019161701202393,15.019161701202393,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,3,15.007686138153076,-0.20774269104003906,15.215428829193115,15.215428829193115,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,4,15.007686138153076,0.0178680419921875,14.989818096160889,14.989818096160889,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,5,15.007686138153076,0.19023704528808594,14.81744909286499,14.81744909286499,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,6,15.007686138153076,-0.0176849365234375,15.025371074676514,15.025371074676514,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,7,15.007686138153076,0.017128944396972656,14.990557193756104,14.990557193756104,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,8,15.007686138153076,0.018342018127441406,14.989344120025635,14.989344120025635,0,1
