experiment,model_label,method,condition,check,qid,pid_i,pid_j,k,actual_k,trial,g,g_perturbed,delta_g,abs_g_gap,preference_flipped,sign_preserved
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,3,2.5219192504882812,2.492473602294922,0.029445648193359375,0.029445648193359375,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,4,2.5219192504882812,2.6136016845703125,-0.09168243408203125,0.09168243408203125,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,5,2.5219192504882812,2.686460494995117,-0.16454124450683594,0.16454124450683594,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,6,2.5219192504882812,1.9845571517944336,0.5373620986938477,0.5373620986938477,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,7,2.5219192504882812,1.8246850967407227,0.6972341537475586,0.6972341537475586,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,8,2.5219192504882812,2.5283803939819336,-0.006461143493652344,0.006461143493652344,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,9,2.5219192504882812,2.4477529525756836,0.07416629791259766,0.07416629791259766,0,1
duot5,DuoT5,pointwise_ig,explanation,preservation,1092930,7792755,4654454,10,10,0,2.5219192504882812,15.26639461517334,-12.744475364685059,12.744475364685059,0,1
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,10,10,0,2.5219192504882812,10.452402114868164,-7.930482864379883,7.930482864379883,0,1
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,10,10,1,2.5219192504882812,-4.379180908203125,6.901100158691406,6.901100158691406,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,10,10,2,2.5219192504882812,-0.06542205810546875,2.58734130859375,2.58734130859375,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,10,10,3,2.5219192504882812,-0.25588226318359375,2.777801513671875,2.777801513671875,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,10,10,4,2.5219192504882812,12.393135070800781,-9.8712158203125,9.8712158203125,0,1
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,10,10,5,2.5219192504882812,10.361319541931152,-7.839400291442871,7.839400291442871,0,1
